,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
6107,499282,0.00108,0.774,0.72,0.7829999999999999,3,0.0815,-7.366,1,0.073,138.015,4,0.226
10607,216266,0.0302,0.91,0.401,0.000159,1,0.0801,-9.552,1,0.0855,135.994,4,0.8240000000000001
7665,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
5728,271586,6.51e-06,0.501,0.77,0.8420000000000001,0,0.0929,-9.059,0,0.0252,132.007,4,0.639
2274,271893,0.0351,0.727,0.685,4.429999999999999e-05,11,0.0973,-7.159,0,0.0398,88.75,4,0.812
4138,274493,0.989,0.539,0.0511,0.928,3,0.127,-16.503,1,0.0588,179.99400000000003,4,0.135
15578,164133,0.102,0.759,0.695,0.0,10,0.0899,-5.632000000000001,0,0.0796,154.967,4,0.522
13876,235897,0.364,0.8109999999999999,0.7340000000000001,2.26e-06,0,0.121,-6.626,0,0.3339999999999999,150.06,4,0.5660000000000001
17798,196373,0.6970000000000001,0.5529999999999999,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.4429999999999999
10699,210126,0.181,0.7140000000000001,0.314,0.877,6,0.11,-8.542,1,0.0409,81.993,4,0.5710000000000001
14827,176053,0.0112,0.409,0.939,0.000199,9,0.778,-3.239,1,0.0896,127.883,4,0.344
9999,197673,0.104,0.569,0.685,0.0014,1,0.0674,-6.086,0,0.0812,189.938,4,0.372
7524,165000,0.462,0.6990000000000001,0.5579999999999999,0.0,11,0.1159999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493
2089,164960,0.236,0.63,0.644,0.0,5,0.265,-6.321000000000001,1,0.0289999999999999,131.593,4,0.926
506,286219,0.0966,0.667,0.755,6.94e-05,9,0.0523,-7.246,1,0.069,109.535,4,0.883
17871,230760,0.00552,0.276,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173
5996,189913,0.5589999999999999,0.72,0.412,0.0125,4,0.11,-12.951,0,0.0605,115.016,4,0.35
11209,338146,0.617,0.389,0.898,6.73e-05,4,0.659,-6.445,1,0.265,170.167,4,0.6970000000000001
17149,269657,0.1969999999999999,0.8140000000000001,0.737,0.0,7,0.0954,-4.8260000000000005,1,0.259,171.687,4,0.461
4345,180566,0.479,0.6970000000000001,0.552,0.127,1,0.147,-10.271,0,0.196,75.235,4,0.278
5969,141500,0.81,0.579,0.34,0.249,4,0.126,-15.129,0,0.313,135.65200000000002,4,0.185
4070,297826,0.0847,0.804,0.752,0.000101,9,0.106,-4.496,0,0.248,87.96700000000001,4,0.358
17630,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
11685,173658,0.00306,0.8590000000000001,0.883,0.284,9,0.0811,-4.502,1,0.0689,123.018,4,0.245
7151,192595,0.0175,0.768,0.7959999999999999,1.22e-06,7,0.0736,-4.89,0,0.0758,104.99,4,0.564
12114,221828,0.411,0.752,0.603,0.0,2,0.0985,-6.182,0,0.0439,143.974,4,0.885
9267,302853,0.0238,0.903,0.4629999999999999,0.107,5,0.0826,-9.214,0,0.0837,114.929,4,0.733
13357,144500,0.994,0.134,0.00458,0.923,8,0.092,-33.929,0,0.0464,175.166,4,0.0863
6620,189714,8.82e-05,0.504,0.922,0.0,1,0.344,-3.482,1,0.14,169.963,4,0.327
4635,198930,0.134,0.759,0.359,0.0,2,0.0996,-10.033,0,0.0527,110.98,4,0.246
10714,119332,0.8320000000000001,0.7340000000000001,0.627,0.726,7,0.118,-9.025,1,0.0434,88.97,4,0.3289999999999999
13659,182906,0.259,0.799,0.373,0.0,7,0.166,-8.999,1,0.0558,98.035,4,0.534
2113,112800,0.252,0.638,0.428,0.0,9,0.132,-12.156,0,0.0687,139.434,4,0.901
16211,200321,0.0169,0.431,0.588,0.00689,9,0.368,-6.855,1,0.0348,143.975,4,0.183
10059,160988,0.424,0.79,0.757,0.0,7,0.0581,-6.3420000000000005,1,0.0465,126.269,3,0.933
3957,211577,0.3429999999999999,0.575,0.67,4.95e-06,7,0.129,-10.39,1,0.0318,139.191,4,0.74
15538,200411,0.25,0.6,0.769,0.0,7,0.109,-6.089,0,0.264,178.081,4,0.491
2424,233000,0.642,0.675,0.888,0.0,10,0.36,-3.018,1,0.0439,124.961,4,0.74
3040,212869,0.0316,0.7909999999999999,0.916,6.32e-06,4,0.0318,-4.364,0,0.0676,100.003,4,0.537
9465,219051,0.000289,0.606,0.758,0.11,5,0.143,-5.721,0,0.027,116.043,4,0.435
5763,216493,0.873,0.311,0.345,0.919,0,0.109,-13.81,0,0.0357,113.831,4,0.0769
13252,254106,0.989,0.389,0.25,0.126,7,0.248,-13.595999999999998,0,0.0466,181.563,3,0.523
3188,211204,0.6940000000000001,0.62,0.282,0.0,5,0.119,-10.533,0,0.0464,124.609,3,0.193
10010,165480,0.428,0.8059999999999999,0.621,0.000124,3,0.0896,-3.506,0,0.0395,114.967,3,0.908
12617,205437,0.00121,0.5670000000000001,0.968,0.0202,5,0.381,-3.128,0,0.0318,128.01,4,0.373
11186,233800,0.00962,0.705,0.763,5.62e-05,1,0.486,-4.904,0,0.0405,113.03,4,0.589
17907,190819,0.2289999999999999,0.698,0.679,0.0,10,0.0938,-4.086,1,0.0481,122.042,4,0.455
16429,236497,0.0835,0.402,0.733,0.4539999999999999,0,0.124,-8.686,0,0.0416,163.18200000000002,4,0.552
8855,166573,0.152,0.758,0.867,0.0,11,0.308,-5.087,1,0.0475,102.018,4,0.964
13492,227586,0.608,0.391,0.5489999999999999,1.4e-05,7,0.136,-4.563,1,0.0272,98.868,3,0.317
11308,161640,0.727,0.648,0.528,1.51e-05,0,0.127,-9.965,1,0.0623,82.09700000000001,4,0.903
16755,164960,0.7509999999999999,0.767,0.17,0.203,0,0.095,-14.738,1,0.0617,127.152,4,0.573
4161,293800,0.992,0.637,0.2319999999999999,0.904,4,0.11,-15.109000000000002,0,0.0277,99.975,4,0.307
2535,227533,5.33e-05,0.589,0.705,1.22e-05,0,0.161,-5.236000000000001,1,0.0292,112.402,4,0.3939999999999999
8915,186055,0.2,0.53,0.519,0.0,4,0.1119999999999999,-5.997999999999999,0,0.2239999999999999,144.993,4,0.462
425,266960,0.3879999999999999,0.307,0.433,9.08e-05,1,0.332,-10.057,1,0.0289999999999999,160.9,4,0.2239999999999999
6487,206960,0.0558,0.412,0.8390000000000001,0.0,9,0.1159999999999999,-4.222,0,0.118,116.854,4,0.523
13115,183357,0.00598,0.892,0.583,1.16e-06,8,0.0731,-6.81,1,0.0983,115.043,4,0.5379999999999999
11923,161322,0.1939999999999999,0.779,0.6659999999999999,0.000556,5,0.0576,-7.361000000000001,1,0.0482,123.024,4,0.507
15270,268979,0.8320000000000001,0.7190000000000001,0.0926,1.62e-06,6,0.0692,-16.385,1,0.1119999999999999,62.979,4,0.293
17987,181906,0.0507,0.755,0.895,0.0737,9,0.222,-2.619,1,0.0883,118.871,4,0.8440000000000001
5687,188466,0.2269999999999999,0.57,0.605,2.25e-05,10,0.15,-5.516,1,0.0294,109.791,4,0.737
17341,254720,0.419,0.8029999999999999,0.56,0.0,1,0.0608,-6.912000000000001,0,0.0398,133.679,4,0.77
4242,163125,0.00104,0.7559999999999999,0.887,0.0126,6,0.118,-4.131,0,0.13,122.958,4,0.246
3649,341680,0.0123,0.481,0.716,0.0,10,0.141,-5.996,0,0.622,78.829,4,0.4039999999999999
12429,211866,0.1639999999999999,0.425,0.642,0.0,4,0.118,-5.06,0,0.0502,170.00799999999998,4,0.1119999999999999
16195,241607,0.188,0.61,0.785,0.0,9,0.0991,-6.273,0,0.187,100.736,4,0.42
2808,195133,0.0922,0.49,0.83,0.0,4,0.0719,-9.283,1,0.0512,162.105,4,0.966
15659,230693,0.129,0.648,0.718,0.00156,9,0.1119999999999999,-7.765,0,0.0298,96.017,4,0.785
18395,196640,0.2269999999999999,0.804,0.522,0.000171,9,0.077,-7.319,0,0.0485,134.168,4,0.243
9054,184958,0.211,0.642,0.614,0.0,4,0.123,-5.335,0,0.3939999999999999,99.572,4,0.43
13721,217440,0.0716,0.684,0.619,0.0,10,0.122,-7.005,1,0.0386,125.046,4,0.284
14640,235746,0.0561,0.6629999999999999,0.696,3.77e-05,9,0.0778,-4.957,0,0.103,180.113,4,0.738
16686,236733,2.45e-05,0.561,0.782,0.872,0,0.34,-7.301,1,0.0309,122.571,4,0.52
10754,114701,0.13,0.72,0.467,0.959,9,0.113,-10.303,1,0.0821,85.99600000000001,4,0.357
16493,235545,0.568,0.851,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.4479999999999999
12347,226160,0.0167,0.813,0.606,0.0135,1,0.1939999999999999,-6.497000000000001,0,0.2339999999999999,102.042,4,0.4539999999999999
4016,271026,0.000542,0.495,0.909,0.000503,2,0.363,-5.575,1,0.0525,150.02700000000002,4,0.335
6051,319666,0.015,0.685,0.774,0.7759999999999999,7,0.0864,-10.15,1,0.0541,115.37,4,0.282
8727,226963,0.104,0.691,0.75,0.0,10,0.123,-3.934,0,0.347,143.744,4,0.345
7647,215116,0.53,0.58,0.523,0.0,0,0.1159999999999999,-7.362,1,0.032,139.724,4,0.473
18073,164480,0.0761,0.5770000000000001,0.772,0.665,2,0.299,-11.97,1,0.0476,125.023,4,0.435
7675,198196,0.161,0.8079999999999999,0.8440000000000001,0.00033,4,0.125,-5.968,1,0.0951,125.945,4,0.726
16590,187560,0.102,0.569,0.721,3.3799999999999995e-05,10,0.204,-5.888999999999999,1,0.0375,180.06,4,0.927
3292,324429,0.883,0.593,0.273,0.525,2,0.0812,-10.139,0,0.0301,105.981,4,0.284
9117,173306,0.351,0.8290000000000001,0.852,0.000109,2,0.324,-4.655,1,0.346,103.127,4,0.713
6513,245186,0.27,0.392,0.423,0.0,7,0.1169999999999999,-7.813,1,0.0348,113.537,4,0.288
12375,196832,0.119,0.5920000000000001,0.848,0.0,1,0.624,-5.501,0,0.392,160.637,5,0.825
17660,127946,0.0114,0.901,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.3289999999999999
6477,181913,0.645,0.547,0.289,0.0,0,0.148,-8.131,1,0.0348,104.851,3,0.213
9747,331480,0.0728,0.6990000000000001,0.66,0.0,2,0.593,-3.697,1,0.3379999999999999,162.118,4,0.621
5433,198440,0.0358,0.779,0.633,0.0,7,0.0901,-11.643,1,0.0305,127.167,4,0.7
18390,218400,0.195,0.6,0.726,8.22e-05,10,0.115,-5.988,0,0.166,100.075,4,0.395
448,396186,0.0667,0.48,0.47,0.0171,7,0.067,-11.919,0,0.044,122.569,4,0.701
17273,166812,0.213,0.65,0.3229999999999999,0.0,0,0.187,-8.698,1,0.0283,110.962,3,0.276
10678,259933,0.154,0.4679999999999999,0.64,0.0,0,0.154,-5.862,1,0.0275,79.297,4,0.499
3582,208200,0.0114,0.7140000000000001,0.713,0.0183,2,0.0608,-5.52,0,0.027,93.006,4,0.9
4113,173384,0.141,0.851,0.482,1.66e-06,2,0.0844,-6.136,0,0.0429,123.947,4,0.297
16022,234935,0.0377,0.72,0.7659999999999999,0.0012699999999999,5,0.106,-4.732,0,0.0602,102.016,4,0.4
5674,158515,0.0827,0.83,0.652,0.000106,2,0.0397,-4.925,1,0.0484,123.644,4,0.802
11305,184826,0.866,0.711,0.8029999999999999,0.87,2,0.231,-8.789,1,0.0391,99.64,4,0.957
13542,199226,0.0558,0.575,0.5710000000000001,0.0,1,0.0912,-7.906000000000001,1,0.0439,105.049,4,0.449
8759,224903,0.0403,0.917,0.7859999999999999,0.0,11,0.195,-4.921,0,0.208,143.03799999999998,4,0.441
9201,208360,0.26,0.809,0.467,0.0,10,0.107,-8.777000000000001,0,0.444,89.69200000000001,4,0.78
3048,210494,0.27,0.748,0.675,0.0,9,0.231,-6.487,0,0.1969999999999999,129.97799999999998,4,0.434
1887,206200,0.0551,0.7140000000000001,0.868,0.0,5,0.0987,-4.596,0,0.0363,95.05,4,0.78
8013,185116,0.5670000000000001,0.514,0.777,0.0,9,0.297,-9.196,1,0.351,137.55200000000002,4,0.716
15116,204826,0.0426,0.675,0.748,0.0,1,0.0785,-3.947,1,0.0388,149.923,4,0.469
4542,258079,0.00979,0.745,0.563,0.0,8,0.223,-7.261,1,0.0767,114.975,4,0.2019999999999999
16580,167000,0.516,0.6579999999999999,0.525,0.0,2,0.0936,-10.368,0,0.0632,174.16,4,0.836
514,252493,0.00853,0.482,0.601,0.000187,7,0.249,-12.845999999999998,1,0.0486,125.619,4,0.774
13831,233478,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867
3490,174429,0.21,0.57,0.725,0.0,5,0.225,-6.765,0,0.273,111.625,5,0.6829999999999999
3853,154573,0.147,0.5760000000000001,0.716,6.65e-06,8,0.131,-7.377000000000001,1,0.0465,135.034,4,0.8809999999999999
18386,177023,0.0808,0.504,0.7290000000000001,0.0,8,0.0948,-5.624,1,0.103,109.71,4,0.535
8428,210240,0.0003529999999999,0.42,0.929,0.0007469999999999,7,0.122,-3.899,0,0.121,127.204,4,0.3
14997,262450,0.0464,0.431,0.914,0.0,1,0.133,-4.78,1,0.15,175.15200000000002,4,0.55
1814,253000,0.4029999999999999,0.642,0.703,1.2e-05,10,0.086,-6.9270000000000005,1,0.0845,133.968,4,0.304
1144,217633,0.0632,0.5539999999999999,0.667,1.4300000000000002e-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
10936,154285,0.114,0.768,0.691,1.83e-05,2,0.26,-5.341,1,0.4589999999999999,83.94200000000001,4,0.758
9384,304146,0.0867,0.713,0.647,0.0,7,0.636,-8.22,1,0.439,94.036,4,0.6940000000000001
5303,177106,0.5760000000000001,0.7140000000000001,0.446,0.0008939999999999,10,0.0798,-10.304,1,0.0323,107.313,4,0.625
12192,240372,0.0183,0.926,0.75,0.00187,6,0.495,-7.675,1,0.316,106.943,4,0.354
17846,242160,0.188,0.772,0.8029999999999999,0.0,1,0.434,-3.035,1,0.0468,94.981,4,0.853
18445,191240,0.113,0.87,0.496,0.0,5,0.134,-5.849,1,0.0741,102.015,4,0.778
4589,307466,0.00525,0.7,0.675,0.0,2,0.657,-6.362,1,0.149,124.882,4,0.225
9588,278373,0.128,0.367,0.6629999999999999,0.0269,3,0.0552,-6.968999999999999,1,0.0349,111.63,4,0.177
5747,208360,0.00796,0.57,0.921,0.442,3,0.6890000000000001,-5.686,0,0.0266,129.007,4,0.607
12998,228140,0.0585,0.8079999999999999,0.982,0.00689,3,0.35,-6.587999999999999,0,0.0311,124.999,4,0.961
18154,258000,0.0753,0.772,0.8590000000000001,0.00598,10,0.0718,-6.396,0,0.0896,105.962,4,0.51
8443,199893,0.000504,0.581,0.887,0.0011099999999999,4,0.268,-3.659,0,0.0624,90.578,4,0.7240000000000001
7430,276813,0.0652,0.856,0.7929999999999999,0.0,11,0.314,-4.004,0,0.147,103.206,4,0.778
14853,254955,0.0541,0.358,0.912,0.0,9,0.183,-4.631,1,0.121,202.789,4,0.626
13884,244679,0.0627,0.8759999999999999,0.7859999999999999,0.0,10,0.127,-4.884,0,0.306,153.06799999999998,4,0.575
13742,233028,0.2,0.667,0.478,0.0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337
6666,202445,0.242,0.563,0.705,0.0,4,0.181,-3.895,0,0.0526,109.952,4,0.515
5609,353453,0.556,0.8440000000000001,0.935,0.0,7,0.42,-3.585,1,0.0641,118.999,4,0.958
16378,223157,0.281,0.545,0.7759999999999999,0.00027,0,0.195,-2.005,1,0.0439,76.051,4,0.603
12458,212569,0.00241,0.529,0.499,5.520000000000001e-05,7,0.0875,-6.545,1,0.0272,139.981,4,0.495
4200,198000,0.243,0.639,0.36,1.35e-06,4,0.048,-12.725,1,0.03,114.004,4,0.5589999999999999
2979,316040,0.000543,0.603,0.794,0.000221,5,0.123,-6.73,1,0.0265,126.036,4,0.68
3987,215706,0.0142,0.4,0.95,7.290000000000001e-05,2,0.266,-4.428999999999999,1,0.0543,149.981,4,0.516
4521,241221,0.7559999999999999,0.664,0.411,0.0,4,0.103,-11.356,1,0.0553,113.059,4,0.428
5772,230546,0.984,0.648,0.1889999999999999,0.000375,9,0.132,-13.553,0,0.0311,98.891,3,0.231
15744,242186,0.595,0.6859999999999999,0.457,0.0,11,0.105,-8.322000000000001,1,0.0468,150.953,4,0.718
13832,238547,0.024,0.499,0.8059999999999999,1.52e-06,8,0.127,-3.192,1,0.0724,144.887,4,0.535
9545,180706,0.921,0.5670000000000001,0.2239999999999999,0.0,0,0.102,-10.558,1,0.0288,143.982,4,0.292
8422,225306,1.88e-05,0.501,0.905,0.765,11,0.3829999999999999,-5.721,0,0.0518,123.277,4,0.584
11674,180999,0.00916,0.695,0.848,0.109,3,0.12,-6.068,0,0.0506,122.028,4,0.797
15626,178596,0.108,0.5760000000000001,0.98,0.000588,7,0.175,-1.767,0,0.067,128.013,4,0.233
14158,210133,0.00343,0.595,0.919,0.000388,1,0.337,-5.109,0,0.0832,129.96200000000002,4,0.532
6247,226371,0.0476,0.848,0.5429999999999999,0.0,8,0.0881,-6.316,1,0.114,123.008,4,0.245
2908,240333,0.0986,0.735,0.355,0.158,6,0.0534,-13.711,0,0.0329,95.257,4,0.449
801,296080,0.052,0.6609999999999999,0.908,0.0,5,0.0708,-4.897,1,0.039,144.091,4,0.6559999999999999
6380,220400,0.0114,0.653,0.73,1.03e-05,5,0.0754,-10.613,1,0.043,108.705,4,0.894
7310,237516,0.424,0.735,0.482,0.000541,8,0.0926,-6.811,0,0.1639999999999999,86.955,4,0.665
1497,251324,0.0579,0.5870000000000001,0.608,0.022,5,0.131,-11.588,1,0.0308,94.479,4,0.565
16972,377093,0.382,0.414,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282
12209,201280,0.02,0.6890000000000001,0.828,2.24e-05,4,0.248,-3.872,0,0.0556,121.051,4,0.239
191,175093,0.0066599999999999,0.494,0.939,0.0,1,0.139,-3.127,1,0.126,177.75099999999998,4,0.893
1583,242000,0.573,0.6679999999999999,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.15,5,0.288
11184,97215,0.8540000000000001,0.64,0.457,0.321,6,0.078,-12.804,0,0.4679999999999999,157.915,4,0.23
4952,307312,0.91,0.359,0.17,0.0002379999999999,4,0.11,-10.915,1,0.0308,137.062,3,0.178
769,190706,0.261,0.737,0.569,0.311,5,0.046,-6.702000000000001,1,0.0553,167.196,4,0.912
8836,202173,0.0183,0.612,0.921,0.0,7,0.0576,-2.879,1,0.0848,139.986,4,0.4529999999999999
18242,218053,0.242,0.737,0.583,0.0,4,0.4039999999999999,-7.558,0,0.4379999999999999,91.999,4,0.392
13151,173807,0.011,0.602,0.97,0.0628,1,0.11,-3.498,0,0.0449,123.986,4,0.967
2317,218906,0.1639999999999999,0.7959999999999999,0.693,1.77e-05,2,0.0408,-6.02,1,0.0413,108.8,4,0.954
17521,199400,0.0127,0.752,0.241,0.915,1,0.0976,-17.839000000000002,1,0.0688,129.974,3,0.316
6943,235218,0.0518,0.775,0.818,0.0,7,0.114,-8.687000000000001,1,0.1639999999999999,97.06,3,0.826
3949,218346,0.631,0.493,0.405,0.0,2,0.088,-13.57,0,0.0433,111.076,4,0.8859999999999999
9073,336960,0.0198,0.792,0.503,0.0,8,0.347,-8.359,1,0.276,87.84700000000001,4,0.6629999999999999
9037,262493,0.2269999999999999,0.83,0.546,0.0,1,0.1119999999999999,-5.716,1,0.295,182.973,4,0.535
2022,165360,0.313,0.664,0.7020000000000001,2.06e-06,10,0.369,-11.841,0,0.0671,156.987,4,0.737
4853,356000,0.993,0.357,0.00844,0.907,2,0.107,-27.043000000000003,0,0.0474,68.22800000000001,4,0.0449
787,271893,0.0351,0.727,0.685,4.429999999999999e-05,11,0.0973,-7.159,0,0.0398,88.75,4,0.812
5014,172000,0.7609999999999999,0.8190000000000001,0.457,0.0,2,0.0576,-11.173,1,0.0409,106.091,4,0.805
14581,198718,0.0198,0.3379999999999999,0.963,0.0045899999999999,0,0.1939999999999999,-2.582,1,0.162,179.6,4,0.621
3611,203573,0.764,0.422,0.54,0.225,7,0.104,-9.449,1,0.0325,86.928,4,0.159
7757,260026,0.0653,0.838,0.563,0.0128,8,0.12,-7.105,1,0.0698,96.886,4,0.362
15564,250786,0.0094,0.691,0.8190000000000001,0.0,6,0.108,-5.988,1,0.369,177.827,4,0.777
13931,215336,0.139,0.623,0.6809999999999999,0.0,7,0.0946,-3.49,1,0.0268,121.98,4,0.4529999999999999
1136,266280,0.000658,0.292,0.7140000000000001,0.000109,2,0.102,-4.919,1,0.0316,151.412,3,0.462
11711,228206,0.173,0.757,0.8490000000000001,0.0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826
13282,309306,0.143,0.74,0.515,0.0,9,0.047,-12.797,0,0.127,155.305,3,0.89
9324,268386,0.0464,0.563,0.616,0.0,3,0.0886,-8.333,0,0.158,82.927,4,0.289
2304,183733,0.00414,0.857,0.4679999999999999,1.32e-05,1,0.2689999999999999,-8.53,1,0.0476,89.119,4,0.843
9042,165000,0.462,0.6990000000000001,0.5579999999999999,0.0,11,0.1159999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493
7663,213309,0.0119,0.7809999999999999,0.768,4.91e-06,11,0.325,-5.9910000000000005,1,0.0394,123.07,4,0.486
15580,242666,0.0407,0.536,0.8420000000000001,0.00224,9,0.0863,-4.224,1,0.3329999999999999,100.021,4,0.6559999999999999
6530,183752,0.31,0.7490000000000001,0.752,0.0,6,0.2319999999999999,-4.883,1,0.345,180.049,4,0.901
7549,231400,0.0928,0.918,0.609,0.0,10,0.139,-5.64,0,0.0791,128.00799999999998,4,0.304
9821,225230,0.0236,0.7490000000000001,0.77,0.000463,1,0.1009999999999999,-7.337999999999999,0,0.0762,130.069,4,0.586
6115,363857,0.00853,0.531,0.618,0.878,7,0.0845,-7.414,1,0.107,138.025,4,0.0904
2157,254453,0.139,0.823,0.3379999999999999,0.00129,0,0.5,-15.899,1,0.0413,120.473,4,0.785
9680,203666,0.00725,0.525,0.893,0.0576,1,0.2189999999999999,-4.776,1,0.0665,153.996,4,0.336
14662,204600,0.166,0.831,0.716,2.3e-05,9,0.0545,-7.42,1,0.119,94.027,4,0.655
9476,144186,0.00285,0.637,0.84,0.0,4,0.357,-4.556,1,0.045,129.974,4,0.6679999999999999
11823,162266,0.025,0.943,0.461,0.0,5,0.0846,-6.066,1,0.115,130.002,4,0.149
6447,192789,0.000194,0.6559999999999999,0.821,0.00232,0,0.1009999999999999,-4.838,1,0.0325,117.948,5,0.7909999999999999
11104,123000,0.946,0.716,0.0271,0.936,3,0.0685,-14.894,1,0.11,82.007,4,0.1689999999999999
8081,244560,0.0235,0.836,0.644,0.1939999999999999,1,0.297,-8.11,1,0.0522,99.721,4,0.652
8595,214240,0.0544,0.6559999999999999,0.841,0.0,5,0.122,-5.183,0,0.2319999999999999,65.024,4,0.522
15959,219466,0.151,0.851,0.551,0.0,4,0.0827,-5.1770000000000005,1,0.0396,131.922,4,0.807
9088,426333,0.2,0.863,0.6759999999999999,0.000698,11,0.0929,-9.949,0,0.175,111.022,4,0.5379999999999999
3940,214520,0.213,0.6609999999999999,0.5760000000000001,3.4200000000000005e-05,7,0.0702,-10.249,0,0.0347,136.286,4,0.971
16051,230853,0.375,0.624,0.488,9.63e-05,4,0.3389999999999999,-8.258,0,0.0584,84.21799999999999,4,0.273
4178,190564,0.157,0.8740000000000001,0.6679999999999999,0.0,4,0.0493,-7.421,1,0.038,118.889,4,0.979
16290,165786,0.6709999999999999,0.6920000000000001,0.752,0.0,7,0.1159999999999999,-5.112,0,0.1159999999999999,86.994,4,0.655
3234,218786,0.602,0.4539999999999999,0.326,0.0476,7,0.0735,-12.847,1,0.0289999999999999,141.424,4,0.273
18651,181974,0.132,0.65,0.527,0.0,5,0.0902,-7.465,0,0.532,120.094,5,0.705
11951,160265,0.243,0.7340000000000001,0.6809999999999999,0.0,7,0.13,-5.926,1,0.0405,89.991,4,0.672
4748,191861,0.833,0.691,0.3429999999999999,1.09e-06,7,0.132,-8.954,1,0.0387,150.922,3,0.441
8814,174120,0.0365,0.792,0.523,0.0,8,0.161,-7.856,1,0.196,86.311,4,0.545
7937,222012,0.0223,0.738,0.591,0.7440000000000001,10,0.102,-8.122,0,0.0462,140.048,4,0.355
2721,134906,0.0574,0.414,0.731,2.8e-06,9,0.138,-6.855,1,0.0327,126.111,4,0.579
8576,208653,0.248,0.7859999999999999,0.648,0.000156,6,0.138,-8.317,0,0.0522,102.399,4,0.652
16977,232431,0.498,0.45,0.441,0.00562,9,0.133,-12.718,0,0.0352,208.282,4,0.8109999999999999
15334,268695,0.547,0.6829999999999999,0.778,0.0,5,0.138,-2.464,0,0.0395,86.779,4,0.958
9108,319906,0.00569,0.836,0.728,0.000819,10,0.0649,-12.058,0,0.2339999999999999,100.842,4,0.599
3481,160519,0.27,0.528,0.594,0.000974,11,0.111,-9.577,0,0.106,167.857,4,0.493
1093,211933,0.00165,0.619,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,4,0.777
13598,212500,0.153,0.841,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.2289999999999999,95.948,4,0.591
6632,145157,3.87e-05,0.253,0.98,0.000132,2,0.439,-4.088,1,0.17,139.635,4,0.176
15774,182587,0.892,0.691,0.271,0.0,6,0.109,-7.582999999999999,1,0.0335,89.99,4,0.5479999999999999
7717,320266,0.0393,0.535,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
808,229240,0.368,0.583,0.602,0.0,11,0.22,-6.364,1,0.0274,74.008,4,0.3879999999999999
655,229240,0.368,0.583,0.602,0.0,11,0.22,-6.364,1,0.0274,74.008,4,0.3879999999999999
6558,246360,0.0682,0.7979999999999999,0.487,0.0,1,0.0925,-4.939,1,0.206,151.02,4,0.292
10288,216933,0.129,0.82,0.633,0.0,9,0.0972,-13.816,1,0.0745,116.622,4,0.716
6574,157499,0.243,0.742,0.7609999999999999,0.0,9,0.1119999999999999,-2.939,0,0.0287,113.051,3,0.7240000000000001
8543,197986,0.0021,0.774,0.75,1.85e-05,11,0.0808,-4.927,0,0.0413,118.015,4,0.925
854,391693,0.0341,0.813,0.693,0.0,10,0.121,-8.0,0,0.266,103.508,4,0.618
16610,168974,0.8490000000000001,0.472,0.357,0.115,0,0.255,-10.09,1,0.0328,121.89,4,0.0532
4489,116688,0.473,0.7120000000000001,0.357,0.735,11,0.105,-13.04,0,0.0492,90.05799999999999,4,0.3939999999999999
13623,229120,0.0563,0.7490000000000001,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,0.674
15176,249360,0.000218,0.598,0.795,0.0003509999999999,5,0.0924,-4.391,0,0.0296,128.013,4,0.178
17726,177241,0.00415,0.948,0.384,0.0,1,0.143,-10.815,0,0.0934,130.029,4,0.501
14813,187653,0.0104,0.508,0.823,0.000226,6,0.281,-7.611000000000001,0,0.0662,160.067,4,0.4579999999999999
10949,245681,0.22,0.721,0.489,0.0,6,0.0196,-10.827,0,0.396,123.755,4,0.474
15960,175346,0.0674,0.639,0.923,0.0,7,0.0879,-5.707999999999999,1,0.032,97.874,4,0.7609999999999999
11452,209280,0.625,0.772,0.374,0.0,5,0.108,-8.125,0,0.226,125.117,4,0.487
15847,233712,0.581,0.825,0.652,0.0,1,0.0931,-3.1830000000000003,0,0.0802,95.977,4,0.931
5539,184814,0.203,0.578,0.491,0.0003779999999999,11,0.182,-8.544,0,0.21,98.273,4,0.64
10832,207301,0.00891,0.71,0.705,0.16,7,0.177,-7.417000000000001,1,0.0345,119.986,4,0.34
1053,306040,0.294,0.54,0.423,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,0.353
